,County,State,Total infections,Density,Public Transportation Usage
1084,Dutchess County,New York,10781074,142.6173355,0.05113697
1085,Erie County,New York,32820760,340.609971,0.036909891
1086,Herkimer County,New York,2062789,17.09745413,0.008455687
1087,Niagara County,New York,7433418,156.4831231,0.010792717
1088,Onondaga County,New York,15253603,230.2773622,0.031402356
1089,Ontario County,New York,2860117,65.62805041,0.007648725
1090,Oswego County,New York,3163808,48.32299623,0.007859318
1091,Rensselaer County,New York,4374098,94.3461432,0.026662424
1092,Rockland County,New York,17043745,720.588009,0.086519506
1093,St. Lawrence County,New York,2804233,15.78810561,0.005159648
1094,Saratoga County,New York,6015690,108.3842223,0.009444128
1095,Schenectady County,New York,5057653,292.3099656,0.044021325
1096,Schoharie County,New York,657279,19.47465415,0.015016562
1097,Seneca County,New York,793024,41.28321835,0.004631161
1098,Benson County,North Dakota,420038,1.914602497,0.006289308
1099,Tioga County,New York,1483381,36.51369922,0.008910671
1100,Tompkins County,New York,1819531,83.75559012,0.065165754
1101,Ulster County,New York,5144560,61.57895417,0.023154744
1102,Westchester County,New York,46664489,868.7630666,0.223612954
1103,Wyoming County,New York,1343490,26.42298174,0.003601108
1104,Yates County,New York,475709,28.55607296,0.003187614
1105,Alamance County,North Carolina,7379983,146.4195117,0.002453902
1106,Alleghany County,North Carolina,443589,18.07442269,0.000922722
1107,Anson County,North Carolina,1058087,18.38460003,0.007560484
1108,Ashe County,North Carolina,915729,24.3309623,0.001752081
1109,Avery County,North Carolina,818723,27.31960936,0.005473026
1110,Beaufort County,North Carolina,1935745,21.92453498,0.001065246
1111,Bertie County,North Carolina,713041,10.84789289,0.007714286
1112,Bladen County,North Carolina,1447568,14.9071817,0.003998401
1113,Brunswick County,North Carolina,4068916,57.67976134,0.003173554
1114,Buncombe County,North Carolina,7460392,149.6625061,0.007008547
1115,Cabarrus County,North Carolina,8958367,215.3137563,0.004460844
1116,Carteret County,North Carolina,2174410,52.42275604,0.004278607
1117,Caswell County,North Carolina,881338,20.64641073,0.001675978
1118,Catawba County,North Carolina,7914513,150.7660738,0.00086362
1119,Chowan County,North Carolina,616202,31.76573696,0.0
1120,Columbus County,North Carolina,2716083,23.16860564,0.001490683
1121,Craven County,North Carolina,3842603,56.326586,0.002479784
1122,Currituck County,North Carolina,685995,38.02387756,0.002419691
1123,Dare County,North Carolina,967921,36.00929191,0.0
1124,Davidson County,North Carolina,6928114,114.9316993,0.003502502
1125,Davie County,North Carolina,1709606,61.48313306,0.003760218
1126,Duplin County,North Carolina,2679063,27.98934165,0.000166251
1127,Durham County,North Carolina,10091419,413.0661931,0.041307091
1128,Edgecombe County,North Carolina,2206149,40.74050477,0.006477927
1129,Gaston County,North Carolina,10983610,235.0834095,0.002947276
1130,Gates County,North Carolina,297920,13.10727687,0.0
1131,Granville County,North Carolina,2324993,42.72888447,0.000417798
1132,Guilford County,North Carolina,18898454,312.9883303,0.011651308
1133,Halifax County,North Carolina,2221475,27.60090416,0.001257203
1134,Harnett County,North Carolina,4861558,84.58897537,0.001638545
1135,Haywood County,North Carolina,1904187,42.15136875,0.00509165
1136,Hertford County,North Carolina,827757,26.40568695,0.006303725
1137,Hoke County,North Carolina,1965828,52.69099177,0.007911001
1138,Hyde County,North Carolina,255355,3.40051688,0.007211538
1139,Iredell County,North Carolina,7800208,116.0105487,0.003782198
1140,Johnston County,North Carolina,8846721,93.28731529,0.00164397
1141,Lenoir County,North Carolina,2531206,55.36507148,0.005037783
1142,McDowell County,North Carolina,2246613,39.58744155,0.0
1143,Mecklenburg County,North Carolina,44771586,777.490679,0.031929435
1144,Moore County,North Carolina,3701498,52.92208077,0.00010433
1145,Nash County,North Carolina,4414014,67.15748107,0.003214242
1146,New Hanover County,North Carolina,7782478,450.4417618,0.008871625
1147,Northampton County,North Carolina,741341,14.52336894,0.001463058
1148,Onslow County,North Carolina,7410336,98.26201274,0.001654912
1149,Pamlico County,North Carolina,452163,14.62017189,0.003147954
1150,Pasquotank County,North Carolina,1397354,67.18498084,0.004481625
1151,Pender County,North Carolina,2313646,26.15386784,0.002144542
1152,Perquimans County,North Carolina,419956,21.0264128,0.0
1153,Person County,North Carolina,1398784,38.68063514,0.002162496
1154,Pitt County,North Carolina,8148991,104.9774445,0.011265862
1155,Robeson County,North Carolina,6902081,54.3898503,0.001241452
1156,Rutherford County,North Carolina,3075528,45.43057632,0.001997603
1157,Sampson County,North Carolina,3185188,25.95007128,0.002668191
1158,Stanly County,North Carolina,3196668,59.71835464,0.001526426
1159,Stokes County,North Carolina,1702546,39.47323116,0.0
1160,Surry County,North Carolina,3395651,52.1554812,0.005994177
1161,Swain County,North Carolina,523431,10.42865887,0.0
1162,Transylvania County,North Carolina,992962,34.19200208,0.004201681
1163,Tyrrell County,North Carolina,142026,4.069740194,0.0
1164,Vance County,North Carolina,1935950,68.04566958,0.000480048
1165,Wake County,North Carolina,35962519,484.0293229,0.01141027
1166,Watauga County,North Carolina,1874097,66.88043417,0.025809274
1167,Yadkin County,North Carolina,1675616,43.41806243,0.0
1168,Yancey County,North Carolina,725728,21.82161709,0.0
1169,Barnes County,North Dakota,558859,2.80499578,0.007011394
1170,Billings County,North Dakota,24313,0.317931699,0.023529412
1171,Bottineau County,North Dakota,293362,1.524809163,0.0
1172,Bowman County,North Dakota,166182,1.061706473,0.0
1173,Burleigh County,North Dakota,6416999,22.1694151,0.003016591
1174,Cavalier County,North Dakota,168803,0.991599941,0.002099738
1175,Dickey County,North Dakota,311158,1.695959278,0.001462523
1176,Divide County,North Dakota,76081,0.725505176,0.0
1177,Dunn County,North Dakota,179448,0.843341809,0.007407407
1178,Emmons County,North Dakota,170206,0.857256796,0.002749141
1179,Foster County,North Dakota,221497,1.999015167,0.0
1180,Grand Forks County,North Dakota,4101238,18.92762217,0.00918143
1181,Griggs County,North Dakota,124958,1.234321195,0.00334728
1182,Hettinger County,North Dakota,136281,0.878449452,0.021186441
1183,Kidder County,North Dakota,108658,0.70295402,0.002996255
1184,LaMoure County,North Dakota,209301,1.381413591,0.0
1185,McKenzie County,North Dakota,595831,1.753380816,0.007699711
1186,Mountrail County,North Dakota,556777,2.147448976,0.000849257
1187,Oliver County,North Dakota,63220,0.981672527,0.0
1188,Pembina County,North Dakota,341729,2.421474483,0.0
1189,Ransom County,North Dakota,272569,2.40027493,0.0
1190,Rolette County,North Dakota,878699,6.243389729,0.000775946
1191,Sargent County,North Dakota,191287,1.746330823,0.001923077
1192,Slope County,North Dakota,13239,0.223737517,0.0125
1193,Stutsman County,North Dakota,1377795,3.660565624,0.008352668
1194,Towner County,North Dakota,125522,0.846399517,0.004347826
1195,Traill County,North Dakota,416605,3.592037206,0.001937046
1196,Walsh County,North Dakota,727292,3.254098253,0.001462523
1197,Ward County,North Dakota,3935010,13.24099277,0.002412698
1198,Williams County,North Dakota,1988468,6.328861656,0.000239736
1199,Ashland County,Ohio,1860501,48.81671864,0.002313841
1200,Ashtabula County,Ohio,2853924,53.96951051,0.006173617
1201,Athens County,Ohio,2127841,50.54941896,0.006797583
1202,Auglaize County,Ohio,2013878,44.03976778,0.001318681
1203,Belmont County,Ohio,2488411,49.68223263,0.004992253
1204,Clermont County,Ohio,8147553,173.5467612,0.005778259
1205,Columbiana County,Ohio,3849167,75.49120655,0.003594521
1206,Coshocton County,Ohio,1202249,25.04020235,0.004824702
1207,Cuyahoga County,Ohio,44671793,1058.845542,0.049590254
1208,Darke County,Ohio,2205063,33.39676244,0.006544226
1209,Defiance County,Ohio,1764145,35.92080315,0.00307091
1210,Gallia County,Ohio,1074243,24.98947146,0.002640845
1211,Geauga County,Ohio,2725975,90.62809664,0.004597198
1212,Guernsey County,Ohio,1471841,29.03526107,0.004026014
1213,Highland County,Ohio,1575311,30.0227579,0.008016627
1214,Hocking County,Ohio,943608,26.11268645,0.006688963
1215,Licking County,Ohio,6781373,97.47807618,0.003397578
1216,Lorain County,Ohio,10345797,241.0812951,0.006220043
1217,Mahoning County,Ohio,8935169,216.7995986,0.010985187
1218,Medina County,Ohio,6355667,162.4115331,0.005291065
1219,Meigs County,Ohio,662109,20.79073257,0.002306805
1220,Morrow County,Ohio,1229995,33.25090811,0.00795107
1221,Muskingum County,Ohio,3874763,50.01043464,0.002952228
1222,Pickaway County,Ohio,3415916,44.23060638,0.001438849
1223,Portage County,Ohio,5254622,128.8401928,0.006571284
1224,Preble County,Ohio,1598459,37.50382619,0.002879581
1225,Ross County,Ohio,2894307,43.16614992,0.00814664
1226,Sandusky County,Ohio,2237887,56.05385903,0.004673737
1227,Scioto County,Ohio,2932342,48.32494083,0.00253073
1228,Trumbull County,Ohio,6664825,126.0650673,0.005191509
1229,Tuscarawas County,Ohio,3589861,62.95821055,0.002610346
1230,Van Wert County,Ohio,1055043,26.68768789,0.001909126
1231,Vinton County,Ohio,399283,12.27625098,0.0
1232,Wood County,Ohio,5212066,81.28457967,0.002785992
1233,Wyandot County,Ohio,947870,20.97888479,0.002719175
1234,Alfalfa County,Oklahoma,437432,2.609946132,0.0
1235,Atoka County,Oklahoma,773873,5.491211135,0.000908059
1236,Beaver County,Oklahoma,178534,1.152122952,0.005882353
1237,Beckham County,Oklahoma,1109298,9.684911042,0.0016
1238,Canadian County,Oklahoma,6813891,58.86855908,0.002252464
1239,Cimarron County,Oklahoma,88720,0.460637106,0.0
1240,Coal County,Oklahoma,293428,4.198174431,0.006880734
1241,Cotton County,Oklahoma,277360,3.618406191,0.0
1242,Craig County,Oklahoma,851569,7.349775298,0.002647838
1243,Creek County,Oklahoma,2987370,28.91594453,0.002689528
1244,Dewey County,Oklahoma,214620,1.899829565,0.001946472
1245,Garvin County,Oklahoma,1432678,13.39361015,0.001885903
1246,Greer County,Oklahoma,225092,3.589108409,0.0
1247,Harmon County,Oklahoma,119006,1.955687754,0.0
1248,Hughes County,Oklahoma,497522,6.458634327,0.008343266
1249,Kay County,Oklahoma,2144919,18.84251977,0.002081165
1250,Kingfisher County,Oklahoma,801142,6.714645735,0.0
1251,Latimer County,Oklahoma,380007,5.612008676,0.004183007
1252,Le Flore County,Oklahoma,2305319,12.12495101,0.001914137
1253,Love County,Oklahoma,596143,7.461461164,0.004938272
1254,McClain County,Oklahoma,2162154,26.13700699,0.0
1255,McCurtain County,Oklahoma,1624597,6.877753343,0.005356407
1256,Major County,Oklahoma,384569,3.120390997,0.0
1257,Mayes County,Oklahoma,1820246,24.14234951,0.000601323
1258,Muskogee County,Oklahoma,3855746,32.91482009,0.003556055
1259,Nowata County,Oklahoma,489213,7.085638349,0.002392344
1260,Okfuskee County,Oklahoma,712429,7.562013175,0.003641092
1261,Oklahoma County,Oklahoma,34818605,425.9895277,0.004866514
1262,Okmulgee County,Oklahoma,1628259,21.53175106,0.003419973
1263,Payne County,Oklahoma,3509626,45.96384754,0.01556971
1264,Pittsburg County,Oklahoma,1917055,13.12639847,0.003006682
1265,Pushmataha County,Oklahoma,459997,3.075614374,0.00098401
1266,Roger Mills County,Oklahoma,157027,1.254602985,0.002332362
1267,Rogers County,Oklahoma,4424915,51.89825915,0.000708801
1268,Sequoyah County,Oklahoma,1794121,23.7180228,0.002927781
1269,Tillman County,Oklahoma,308609,3.330782233,0.001296596
1270,Tulsa County,Oklahoma,30778248,435.1573978,0.007476542
1271,Wagoner County,Oklahoma,3453779,53.52482117,0.000661395
1272,Washita County,Oklahoma,443281,4.399986391,0.001649485
1273,Woods County,Oklahoma,490627,2.739277816,0.0
1274,Woodward County,Oklahoma,1216505,6.515945639,0.001064396
1275,Clackamas County,Oregon,7676251,83.75337597,0.029104537
1276,Clatsop County,Oregon,533585,17.97862428,0.008335814
1277,Crook County,Oregon,605019,2.895155114,0.0
1278,Deschutes County,Oregon,4504619,23.11291108,0.004485763
1279,Gilliam County,Oregon,36079,0.611176039,0.005714286
1280,Harney County,Oregon,213322,0.275372597,0.001420959
1281,Hood River County,Oregon,515778,17.1061539,0.002224282
1282,Josephine County,Oregon,1947075,20.14121644,0.005390367
1283,Klamath County,Oregon,1911156,4.308182939,0.004544556
1284,Malheur County,Oregon,1516284,1.188290765,0.002384359
1285,Multnomah County,Oregon,15755885,715.2753775,0.111360799
1286,Tillamook County,Oregon,394200,9.133056771,0.006176016
1287,Umatilla County,Oregon,3748472,9.233697886,0.001289699
1288,Wallowa County,Oregon,124318,0.849796257,0.001426025
1289,Wasco County,Oregon,681537,4.194184323,0.006404392
1290,Yamhill County,Oregon,2126247,55.99273285,0.006920808
1291,Allegheny County,Pennsylvania,38526843,648.1038604,0.091587567
1292,Armstrong County,Pennsylvania,2429111,39.20909708,0.006140652
1293,Bedford County,Pennsylvania,1871311,18.54071919,0.00369515
1294,Berks County,Pennsylvania,17611297,187.8468263,0.015668274
1295,Blair County,Pennsylvania,5135820,90.93865631,0.006279153
1296,Bucks County,Pennsylvania,22101100,400.1185087,0.032809123
1297,Cambria County,Pennsylvania,5647189,75.46916128,0.01150466
1298,Centre County,Pennsylvania,6213716,56.1632729,0.04344312
1299,Chester County,Pennsylvania,15089577,266.0474171,0.028611063
1300,Clarion County,Pennsylvania,1319620,24.95053504,0.002350105
1301,Clearfield County,Pennsylvania,3237826,27.05690534,0.002821174
1302,Dauphin County,Pennsylvania,9953603,201.9232145,0.02458444
1303,Forest County,Pennsylvania,522806,6.642726411,0.004040404
1304,Huntingdon County,Pennsylvania,1981974,20.05043477,0.001544828
1305,Indiana County,Pennsylvania,2548235,40.01371619,0.006310419
1306,Juniata County,Pennsylvania,843880,24.23260901,0.002260398
1307,Lackawanna County,Pennsylvania,6816300,177.9591753,0.010144092
1308,Lebanon County,Pennsylvania,6108262,147.9865105,0.007203291
1309,Lehigh County,Pennsylvania,14720905,405.5747841,0.022928732
1310,Luzerne County,Pennsylvania,12049376,137.8517954,0.01133331
1311,Lycoming County,Pennsylvania,4636408,36.09134841,0.016981488
1312,McKean County,Pennsylvania,1446743,16.48457402,0.004962779
1313,Mifflin County,Pennsylvania,2102270,43.54865793,0.002538715
1314,Montour County,Pennsylvania,767989,54.23236423,0.007770472
1315,Northumberland County,Pennsylvania,3731652,77.83131226,0.001586711
1316,Philadelphia County,Pennsylvania,56042344,4531.771822,0.257099962
1317,Potter County,Pennsylvania,494103,6.047605239,0.001165331
1318,Schuylkill County,Pennsylvania,5693420,71.18503147,0.00633871
1319,Snyder County,Pennsylvania,1400956,47.52070799,0.002306684
1320,Susquehanna County,Pennsylvania,1020675,19.38256646,0.001527967
1321,Venango County,Pennsylvania,1710840,29.99105013,0.005534647
1322,Westmoreland County,Pennsylvania,13139506,133.2342207,0.011325195
1323,Newport County,Rhode Island,2555370,313.1220486,0.017698078
1324,Providence County,Rhode Island,36187938,598.297855,0.037325934
1325,Abbeville County,South Carolina,1037711,19.37240492,0.003747323
1326,Aiken County,South Carolina,7230122,60.19984103,0.001737353
1327,Allendale County,South Carolina,377535,8.717537594,0.020560748
1328,Bamberg County,South Carolina,622264,14.33037251,0.009124088
1329,Barnwell County,South Carolina,1064916,15.19191492,0.000504414
1330,Berkeley County,South Carolina,7758695,73.14238371,0.006851177
1331,Charleston County,South Carolina,17843693,166.0251337,0.017421935
1332,Chesterfield County,South Carolina,1966724,22.24152394,0.004892634
1333,Clarendon County,South Carolina,1393319,21.63904402,0.007730787
1334,Colleton County,South Carolina,1519664,13.72963373,0.000267559
1335,Darlington County,South Carolina,3401413,46.31614806,0.000584226
1336,Dillon County,South Carolina,1774544,29.42579422,0.006145742
1337,Edgefield County,South Carolina,1242158,20.63974653,0.01616738
1338,Florence County,South Carolina,7375347,66.83074177,0.002902783
1339,Georgetown County,South Carolina,2729889,29.22503388,0.00664523
1340,Greenville County,South Carolina,29482598,245.1195013,0.004127041
1341,Hampton County,South Carolina,815477,13.65691346,0.018241042
1342,Horry County,South Carolina,16476489,109.2951844,0.002394388
1343,Kershaw County,South Carolina,3163574,34.20633477,0.002240365
1344,Lexington County,South Carolina,14217897,158.1527621,0.00178172
1345,McCormick County,South Carolina,395623,10.32747646,0.001486989
1346,Marlboro County,South Carolina,1357841,21.82936278,0.005263158
1347,Newberry County,South Carolina,2049739,23.32888419,0.001244942
1348,Orangeburg County,South Carolina,3982717,30.86966264,0.002361275
1349,Saluda County,South Carolina,714519,17.30521151,0.016666667
1350,Spartanburg County,South Carolina,16725723,144.4493659,0.004214889
1351,Williamsburg County,South Carolina,1621755,13.1408535,0.012034632
1352,Aurora County,South Dakota,179669,1.503621827,0.0
1353,Beadle County,South Dakota,1100382,5.636125726,0.014614952
1354,Bennett County,South Dakota,151905,1.12019789,0.01793722
1355,Bon Homme County,South Dakota,576031,4.77464071,0.0
1356,Brookings County,South Dakota,1586555,16.68723249,0.003259984
1357,Brule County,South Dakota,276471,2.483176222,0.013487476
1358,Charles Mix County,South Dakota,543415,3.287268901,0.006587615
1359,Codington County,South Dakota,1739610,15.71901255,0.002336449
1360,Corson County,South Dakota,199004,0.651608542,0.012048193
1361,Davison County,South Dakota,1227223,17.63827458,0.008832188
1362,Day County,South Dakota,265449,2.066980814,0.001470588
1363,Edmunds County,South Dakota,195040,1.351037913,0.0
1364,Fall River County,South Dakota,262472,1.503231393,0.003294893
1365,Faulk County,South Dakota,138324,0.913249342,0.0
1366,Gregory County,South Dakota,224837,1.598123783,0.0
1367,Haakon County,South Dakota,102701,0.44399115,0.0
1368,Hamlin County,South Dakota,309081,4.567135659,0.0
1369,Hand County,South Dakota,134202,0.887149679,0.00591716
1370,Hanson County,South Dakota,145707,3.018014667,0.002359882
1371,Hutchinson County,South Dakota,343402,3.47391294,0.0
1372,Jerauld County,South Dakota,104000,1.488980595,0.004081633
1373,Kingsbury County,South Dakota,293610,2.304355281,0.001553398
1374,Lyman County,South Dakota,245823,0.909680872,0.005865103
1375,McCook County,South Dakota,304589,3.705658954,0.007168459
1376,Mellette County,South Dakota,100826,0.606918477,0.005442177
1377,Miner County,South Dakota,113128,1.509411897,0.00372093
1378,Minnehaha County,South Dakota,11947310,89.3667699,0.008717561
1379,Moody County,South Dakota,254309,4.836466846,0.0
1380,Oglala Lakota County,South Dakota,803729,2.643662271,0.012965964
1381,Roberts County,South Dakota,507342,3.606617053,0.008055236
1382,Sanborn County,South Dakota,129879,1.619700788,0.0
1383,Spink County,South Dakota,324806,1.68022014,0.0
1384,Stanley County,South Dakota,136701,0.801109688,0.002424242
1385,Sully County,South Dakota,54434,0.51046981,0.020134228
1386,Tripp County,South Dakota,283375,1.309309422,0.012216405
1387,Walworth County,South Dakota,292193,3.002112486,0.026565465
1388,Yankton County,South Dakota,1176445,16.82898322,0.006980803
1389,Ziebach County,South Dakota,133985,0.553981829,0.004232804
1390,Bledsoe County,Tennessee,931053,13.87184444,0.000833333
1391,Cannon County,Tennessee,788640,20.314177,0.000695048
1392,Cheatham County,Tennessee,1895057,50.96936621,0.004257613
1393,Cocke County,Tennessee,1935837,31.30451466,0.0
1394,Crockett County,Tennessee,901878,21.08128157,0.0
1395,Dickson County,Tennessee,2867173,40.97315977,0.006648326
1396,Dyer County,Tennessee,2283571,28.31771478,0.000252685
1397,Fentress County,Tennessee,1021703,13.93374432,0.0016
1398,Giles County,Tennessee,1663262,18.43323706,0.002996575
1399,Grainger County,Tennessee,1141996,31.66712655,0.006402794
1400,Hamblen County,Tennessee,3610461,152.6789637,0.001403649
1401,Hardeman County,Tennessee,1462789,14.78043343,0.001236094
1402,Hawkins County,Tennessee,2649154,44.71150082,0.005038388
1403,Loudon County,Tennessee,2548177,86.91306118,0.001753481
1404,McMinn County,Tennessee,2791551,47.37264734,0.003725782
1405,McNairy County,Tennessee,1236858,17.76912339,0.003361345
1406,Maury County,Tennessee,5509745,56.53325273,0.004682013
1407,Obion County,Tennessee,1894567,21.62768778,0.002873563
1408,Overton County,Tennessee,1290581,19.59880477,0.003456221
1409,Pickett County,Tennessee,312693,12.05364058,0.0
1410,Rhea County,Tennessee,1879399,39.94427257,0.000303836
1411,Roane County,Tennessee,2693959,56.61751473,0.00019517
1412,Sequatchie County,Tennessee,763623,21.39275549,0.002643172
1413,Trousdale County,Tennessee,983328,32.32553571,0.001154401
1414,Unicoi County,Tennessee,852967,36.8953964,0.006782216
1415,Weakley County,Tennessee,1728049,22.37098228,0.001440922
1416,Andrews County,Texas,771366,4.584174535,0.0
1417,Angelina County,Texas,3666681,42.39912091,0.00129515
1418,Aransas County,Texas,612200,37.93324765,0.0
1419,Archer County,Texas,340609,3.756773403,0.002347418
1420,Atascosa County,Texas,2375194,15.45876401,0.001282051
1421,Austin County,Texas,917947,17.65700997,0.000301205
1422,Bailey County,Texas,322484,3.311160591,0.0
1423,Bandera County,Texas,604413,10.62300586,0.001179941
1424,Bastrop County,Texas,3873922,35.89726414,0.002036022
1425,Baylor County,Texas,138374,1.598298298,0.0
1426,Bee County,Texas,1492869,14.33935601,0.0
1427,Bexar County,Texas,90101044,599.5581109,0.027531939
1428,Blanco County,Texas,321739,6.14007402,0.0
1429,Borden County,Texas,11610,0.286099512,0.0
1430,Bosque County,Texas,681922,7.118088885,0.001416431
1431,Bowie County,Texas,3222267,40.94769801,0.003752606
1432,Brazoria County,Texas,15931213,100.3298284,0.001828447
1433,Brazos County,Texas,10594058,144.5413721,0.02675636
1434,Brewster County,Texas,355124,0.575429251,0.0
1435,Briscoe County,Texas,65358,0.663237203,0.0
1436,Burleson County,Texas,934904,10.46523905,0.001392758
1437,Burnet County,Texas,1973143,17.76606423,0.001845992
1438,Callahan County,Texas,501264,5.911486775,0.004950495
1439,Camp County,Texas,545848,25.26018797,0.010658915
1440,Carson County,Texas,217723,2.530841245,0.00141844
1441,Castro County,Texas,399343,3.361391124,0.003154574
1442,Childress County,Texas,525212,4.005643982,0.0
1443,Cochran County,Texas,126380,1.446608613,0.003389831
1444,Coke County,Texas,193669,1.387051036,0.0
1445,Coleman County,Texas,311325,2.565322929,0.001206637
1446,Collin County,Texas,36761406,433.4078589,0.011108778
1447,Collingsworth County,Texas,122233,1.259485062,0.003030303
1448,Colorado County,Texas,712246,8.452333459,0.01054384
1449,Comal County,Texas,4874967,93.22629951,0.000786909
1450,Concho County,Texas,185051,1.661359051,0.0
1451,Cooke County,Texas,1490230,17.46488577,0.001131542
1452,Coryell County,Texas,2961240,27.66384138,0.00325309
1453,Cottle County,Texas,73738,0.695835228,0.0
1454,Crane County,Texas,236666,2.379852022,0.012594458
1455,Crosby County,Texas,274538,2.513828595,0.0
1456,Culberson County,Texas,133399,0.226972575,0.0
1457,Dallam County,Texas,361274,1.86047344,0.004398827
1458,Deaf Smith County,Texas,1098921,4.874959015,0.003592814
1459,Denton County,Texas,30022853,354.6578718,0.010606176
1460,DeWitt County,Texas,818069,8.680091237,0.000521512
1461,Dickens County,Texas,72904,0.94885164,0.005442177
1462,Dimmit County,Texas,961474,3.098092379,0.001026958
1463,Donley County,Texas,164875,1.41085255,0.0
1464,Eastland County,Texas,573475,7.613648639,0.000589536
1465,Ector County,Texas,7185334,68.09470609,0.005259791
1466,Erath County,Texas,1755783,14.78639166,0.00262743
1467,Falls County,Texas,794346,8.72565312,0.016295026
1468,Fisher County,Texas,123599,1.667760396,0.0
1469,Foard County,Texas,50758,0.771769618,0.0
1470,Fort Bend County,Texas,27644850,331.3226402,0.016636698
1471,Freestone County,Texas,770589,8.669729906,0.001071668
1472,Frio County,Texas,1150497,6.606140452,0.002255639
1473,Gaines County,Texas,605447,5.222423619,0.0
1474,Galveston County,Texas,17024264,333.2739017,0.011010069
1475,Garza County,Texas,197668,2.717453742,0.0
1476,Gillespie County,Texas,1029900,9.562453834,0.005405405
1477,Glasscock County,Texas,43568,0.613325116,0.0
1478,Goliad County,Texas,189049,3.412790481,0.0
1479,Gonzales County,Texas,1066015,7.48071221,0.02016129
1480,Gregg County,Texas,4963238,174.4136949,0.00286798
1481,Grimes County,Texas,1478530,13.54723861,0.0
1482,Hansford County,Texas,347749,2.328425389,0.0
1483,Hartley County,Texas,248202,1.523068328,0.0
1484,Hays County,Texas,8837128,116.2599464,0.009639473
1485,Hemphill County,Texas,220617,1.730094947,0.0
1486,Hockley County,Texas,1179459,9.844759073,0.000970403
1487,Hood County,Texas,2718186,52.22105783,0.002892002
1488,Hudspeth County,Texas,198260,0.346184877,0.0
1489,Hunt County,Texas,2708816,42.3401085,0.000420168
1490,Irion County,Texas,51846,0.559576955,0.005405405
1491,Jack County,Texas,256315,3.747684856,0.0
1492,Jim Hogg County,Texas,255264,1.79496563,0.009803922
1493,Jim Wells County,Texas,1891621,18.38288464,0.0
1494,Karnes County,Texas,1000400,7.947796386,0.001899335
1495,Kaufman County,Texas,6626735,58.80985742,0.003487445
1496,Kenedy County,Texas,16277,0.157516767,0.0
1497,Kerr County,Texas,1850936,17.97486233,0.000734934
1498,Kimble County,Texas,119696,1.360478719,0.0
1499,King County,Texas,4962,0.096645027,0.0
1500,Kinney County,Texas,142112,1.043285525,0.008510638
1501,Kleberg County,Texas,1150502,13.76736154,0.0
1502,Lamb County,Texas,904702,5.038949878,0.0
1503,Lampasas County,Texas,921333,11.17941385,0.001775148
1504,La Salle County,Texas,390937,1.924142838,0.0
1505,Lavaca County,Texas,963872,7.939765127,0.004
1506,Lipscomb County,Texas,127908,1.436825191,0.0
1507,Live Oak County,Texas,482914,4.502010534,0.0
1508,Llano County,Texas,696469,8.531804258,0.0
1509,Loving County,Texas,1643,0.058883634,0.0
1510,Lubbock County,Texas,19924355,129.959318,0.008988764
1511,Lynn County,Texas,251755,2.514367513,0.001735358
1512,McCulloch County,Texas,248760,2.934171152,0.0
1513,McLennan County,Texas,11513190,92.48574837,0.004065191
1514,McMullen County,Texas,33919,0.224249738,0.117647059
1515,Matagorda County,Texas,1637290,12.98070098,0.008948546
1516,Maverick County,Texas,4056941,17.49341839,0.004123211
1517,Milam County,Texas,1044226,9.364422736,0.001650165
1518,Montague County,Texas,865281,8.050071102,0.0
1519,Motley County,Texas,44988,0.451040297,0.023255814
1520,Nacogdoches County,Texas,2032076,26.74120542,0.001641737
1521,Navarro County,Texas,2448364,18.57904398,0.001026958
1522,Nolan County,Texas,667031,6.335990177,0.001567398
1523,Nueces County,Texas,16867599,166.0286344,0.015886726
1524,Ochiltree County,Texas,456414,4.353767497,0.0
1525,Palo Pinto County,Texas,1257626,11.47789183,0.002567394
1526,Parker County,Texas,6611106,55.47078511,0.001670477
1527,Parmer County,Texas,492317,4.318567289,0.007777778
1528,Pecos County,Texas,660685,1.280324847,0.003249391
1529,Presidio County,Texas,301707,0.713365951,0.010504202
1530,Rains County,Texas,372357,19.30569599,0.0
1531,Randall County,Texas,7028599,56.08887126,0.00402858
1532,Reagan County,Texas,163258,1.23256881,0.0
1533,Real County,Texas,139021,1.871535184,0.0
1534,Reeves County,Texas,899353,2.215943729,0.0
1535,Refugio County,Texas,305312,3.626076071,0.0
1536,Rockwall County,Texas,4812897,284.441672,0.005950964
1537,Runnels County,Texas,514639,3.787295325,0.0
1538,Rusk County,Texas,1948014,22.3942854,0.000195934
1539,San Augustine County,Texas,243824,6.058665011,0.001814059
1540,San Jacinto County,Texas,643249,18.86888102,0.0
1541,San Patricio County,Texas,1882782,37.33092318,0.0021788
1542,San Saba County,Texas,300616,2.027582768,0.0
1543,Schleicher County,Texas,100574,0.901740597,0.006688963
1544,Scurry County,Texas,1004579,7.351102282,0.004919185
1545,Shackelford County,Texas,118627,1.398232697,0.0
1546,Somervell County,Texas,434792,18.10375235,0.00281294
1547,Starr County,Texas,3641511,20.16843813,0.003921569
1548,Sterling County,Texas,47140,0.47706198,0.0
1549,Stonewall County,Texas,63664,0.583590686,0.0
1550,Sutton County,Texas,189363,1.026376474,0.0
1551,Swisher County,Texas,371221,3.246146702,0.0
1552,Tarrant County,Texas,104283045,903.0520092,0.005808165
1553,Terry County,Texas,666729,5.47981911,0.0
